시설번호,시설유형코드,시도명,시군구명,시군구코드,소재지도로명주소,소재지지번주소,위도,경도,상세위치,안전센터명,보호틀유무,설치연도,출수압력,관할기관명,관할기관전화번호,데이터기준일자,제공기관코드,제공기관명
예래 8호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 열리로 42,,33.24787811,126.3922093517,다온빌앞,중문119안전센터,N,1997,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 7호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주서로 1206,,33.264433398,126.3842838359,예래사우나 건너편,중문119안전센터,Y,2015,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 6호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 존제로 2,,33.2644633473,126.3777488675,레이크힐스골프텔삼거리,중문119안전센터,Y,1994,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 5호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 우남로 2번길 8,,33.2645184653,126.3924511,우남동LPG주유소 서측,중문119안전센터,Y,1993,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 4호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 예래로 416,,33.2366624181,126.3730189982,하예하동마을회관 앞,중문119안전센터,Y,1995,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 3호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 열리로 95,,33.2466523965,126.3884153268,예래새마을금고 서측 100m지점,중문119안전센터,N,2017,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 2호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 열리로 72,,33.2468311519,126.3909250735,예래초등학교 앞,중문119안전센터,Y,2017,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
예래 1호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 열리로15-1,,33.2496106904,126.3937899676,예래오마트 서측 100m지점,중문119안전센터,Y,2000,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-09호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 61,,33.28492021,126.5595138,서귀포시 동홍동 2031-2,동홍119안전센터,Y,1900,1.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-08호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 61,,33.28512291,126.5582866,제주헬스케어타운 콘도미니엄 Ⅰ 입구 남측,동홍119안전센터,Y,1900,1.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-07호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 61,,33.28335751,126.5609701,제주헬스케어타운 의료서비스 센터 공사장 입구 맞은편,동홍119안전센터,Y,1900,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-06호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동홍로 397-6,,33.2822674033,126.5620533829,서귀포시 동홍로 397-6,동홍119안전센터,Y,1900,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-05호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 61,,33.28512291,126.5582866,제주헬스케어타운 텔라소리조트 공사현장 인근,동홍119안전센터,Y,1900,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-04호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 20번길,,33.28173531,126.5562521,불로장생의 길 입구,동홍119안전센터,Y,1900,3.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-03호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 20번길,,33.28328171,126.5548013,제주헬스케어타운 콘도미니엄 Ⅰ 서측 도로변,동홍119안전센터,Y,1900,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-02호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로20번길 12,,33.284779614,126.555755581,제주헬스케어타운 입구 서측 50m,동홍119안전센터,Y,1900,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서헬스-01호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔오름로 12,,33.2867232992,126.5583257406,제주헬스케어타운 분양관 길 맞은편,동홍119안전센터,Y,1900,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-13호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로 97,,33.24115791,126.5657943,땡큐베리카페 앞,동홍119안전센터,Y,2020,7.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-12호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로 57,,33.24015721,126.5624688,영희네 앞 인도상,동홍119안전센터,Y,2004,2.4,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-11호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로 38-1,,33.24133541,126.5611655,서귀포항 항구횟집 앞,동홍119안전센터,Y,2004,2.4,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 천지연로41번길 41,,33.2406107659,126.564119364,서귀포항 입구 교차로,동홍119안전센터,Y,2002,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-09호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔동산로22번길 11,,33.24345681,126.5625986,새연교횟집 건물 옆,동홍119안전센터,N,1995,3.1,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-08호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 천지연로 39,,33.24235271,126.5620602841,천지연크리스탈 호텔 앞,동홍119안전센터,Y,1998,1.9,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-07호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로91번길 20,,33.24124831,126.5634399,백호모텔 맞은편 인도상,동홍119안전센터,Y,2004,1.9,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-06호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔동산로 33,,33.24188921,126.5629491,창덕코사마트 앞,동홍119안전센터,Y,1998,1.9,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-05호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔동산로22번길 5,,33.2430865412,126.5631899891,신성호텔 동쪽 사거리 도로상,동홍119안전센터,Y,1997,2.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-04호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솔동산로 12,,33.2436984891,126.5639488,새마을금고 북쪽 20m 지점,동홍119안전센터,Y,1998,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-03호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 칠십리로 133,,33.24367351,126.5682369,동해미락 앞 삼거리,동홍119안전센터,Y,1998,4.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-02호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 부두로 34,,33.2419547731,126.5642580827,요양병원 앞 인도상,동홍119안전센터,Y,1996,4.4,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
송산-01호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 부두로 10,,33.24424961,126.5650645,목성빌라 입구,동홍119안전센터,Y,2000,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-15호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서문로29번길 21,,33.2484788464,126.5594866495,네거리식당 맞은편,동홍119안전센터,Y,2011,3.1,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-14호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 19,,33.24771731,126.5586715,토크쇼 앞,동홍119안전센터,Y,2003,2.3,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-13호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로59번길 8,,33.25002891,126.5607994788,한라산저팔계 식당 앞,동홍119안전센터,Y,1991,2.4,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-11호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 34,,33.24737911,126.5600671,천지연리슈빌 맞은편,동홍119안전센터,Y,1993,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 35,,33.24774371,126.5616663,올레서귀점 앞,동홍119안전센터,Y,1980,5.3,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-09호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로47번길 36,,33.2484200027,126.5579616,,동홍119안전센터,Y,1996,1.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-08호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서문로29번길 15,,33.2488982708,126.5593808872,CU아랑조을거리점 앞,동홍119안전센터,N,1996,1.9,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-07호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 1,,33.24771591,126.5565673127,호텔 라벤더 제주 맞은편,동홍119안전센터,Y,1996,4.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-06호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로47번길 42,,33.24862441,126.5575723994,한국관 맞은편 인도,동홍119안전센터,Y,2001,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-05호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서문로 17,,33.2509996028,126.5599136473,아랑조을거리 입구 버스정류장 옆,동홍119안전센터,Y,1991,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-04호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서문서로 43,,33.2511839845,126.5585140545,천지놀이터 정문 옆,동홍119안전센터,Y,1993,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-03호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8709-1,,33.25248231,126.5579442,서귀포어촌마을 식당 앞,동홍119안전센터,Y,1993,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-02호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 천지로 59,,33.25259241,126.5590632,이레메밀막국수 앞 도로,동홍119안전센터,N,2022,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
천지-01호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 89,,33.2525963969,126.5604759,서귀포약국 앞 버스정류장 옆,동홍119안전센터,N,2022,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-23호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 367,,33.2459920205,126.5603675272,헤이서귀포호텔 남동측 인도상,동홍119안전센터,Y,2020,4.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-22호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로442번길 5-6,,33.24591681,126.5683649,대도로변 인도,동홍119안전센터,Y,1900,5.1,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-21호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 430,,33.24535421,126.5661722,송산동주민센터 맞은편,동홍119안전센터,Y,2015,4.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-20호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로442번길 9-3,,33.2455996122,126.5680822842,정자 앞 코너,동홍119안전센터,Y,1998,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-19호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 소암로 37,,33.24496471,126.5696521,만사성 앞,동홍119안전센터,Y,1999,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-18호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동부로 13-1,,33.2458511267,126.5693531,서귀포시 동부로 13-1 모퉁이,동홍119안전센터,Y,2003,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-17호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 463,,33.24769351,126.5686650644,서귀포중학교 남측 CU편의점 앞,동홍119안전센터,Y,2015,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-16호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 474,,33.2472992981,126.5693103943,서귀중학교 북측 인도상,동홍119안전센터,Y,1991,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-15호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 114,,33.2482444081,126.5685246,삼진탕 앞 버스정류장 동측,동홍119안전센터,Y,2000,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-14호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 104,,33.2483906273,126.5673689,루이까스텔 앞 인도,동홍119안전센터,Y,2000,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-13호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 정방로 7-2,,33.24796391,126.5680369597,나들이 식당 서측 인도,동홍119안전센터,Y,1989,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-12호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 94,,33.2484024488,126.566276382,꼼빠니아 앞 인도,동홍119안전센터,Y,2015,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-11호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 명동로 38,,33.24744421,126.5658668,아리수 가요방 앞,동홍119안전센터,Y,2015,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로431번길 9,,33.24626481,126.5656348709,정방동주민센터 동측 무료주차장 옆,동홍119안전센터,Y,1991,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-09호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 443,,33.24645971,126.5672071925,제석공원 입구 버스정류장 옆,동홍119안전센터,Y,1998,2.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-08호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로439번길 25,,33.24652191,126.5645285,서귀포우체국 수련원 앞,동홍119안전센터,Y,1993,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-07호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 409,,33.24495781,126.5641549,이중섭거리 입구 앞,동홍119안전센터,Y,2020,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-06호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로4번길 11,,33.24525611,126.5630820228,서귀포시 중앙로4번길 11 건물 뒤 골목,동홍119안전센터,Y,1993,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-05호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로62번길 14,,33.2465984913,126.5629534,쌍둥이횟집 앞 교차로 모퉁이,동홍119안전센터,Y,1991,4.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-04호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 명동로 8,,33.24697621,126.5628524986,모이세 해장국 앞,동홍119안전센터,Y,1991,2.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-03호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 385,,33.2447810102,126.5618048,천지연폭포 입구 교차로 CU편의점 앞,동홍119안전센터,Y,1996,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-02호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 14,,33.24598131,126.5623574,오션펠리스 호텔 맞은편,동홍119안전센터,Y,1980,3.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
정방-01호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 355,,33.24643861,126.5594495,진주식당 앞,동홍119안전센터,Y,1996,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-29호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로42번길 6,,33.24821921,126.5624166666,올레시장 서측 KT앞,동홍119안전센터,Y,2018,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-28호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로62번길 18,,33.25017371,126.5632305087,올레매일시장 놀이터 앞,동홍119안전센터,N,1995,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-27호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 54,,33.24938021,126.5617942921,매일 올레시장 중앙 주차장 인도,동홍119안전센터,Y,2007,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-26호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동홍로 6,,33.24903391,126.5679966,동문로터리 정초밥 식당 앞,동홍119안전센터,Y,1989,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-24호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로48번길 35,,33.24983241,126.5651980342,다올국수 앞,동홍119안전센터,N,2017,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-23호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중동로 36-2,,33.25099531,126.5660567098,,동홍119안전센터,Y,2017,1.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-22호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 76,,33.25147361,126.5613902863,서귀포농협 맞은편 인도상,동홍119안전센터,Y,1995,1.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-21호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 58,,33.24985031,126.5617489813,컴앤씨 앞,동홍119안전센터,Y,1993,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-20호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 46,,33.2487486429,126.5618685682,마인드휘트니스 건물 앞,동홍119안전센터,Y,1989,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-19호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 57,,33.24804811,126.5622582981,중앙우체국 동측 5m,동홍119안전센터,Y,1998,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-18호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 65,,33.2480515648,126.5632963115,중앙약국 앞,동홍119안전센터,Y,1994,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-17호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로 75,,33.24827071,126.5644137222,동양안경 앞,동홍119안전센터,Y,1994,2.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-16호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로42번길 24,,33.2485628397,126.5641846236,올레시장 7블럭 할머니 떡집 앞,동홍119안전센터,N,2020,2.3,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-15호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로61번길 14,,33.24906611,126.5629681,공영주차장 남측 드림회센터 앞,동홍119안전센터,N,1995,1.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-14호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로48번길 22,,33.24934111,126.5640697862,올래매일시장 6블럭 대흥상회 앞,동홍119안전센터,N,1998,3.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-13호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로62번길 11,,33.25034711,126.5624695195,중앙로공영주차장빌딩 북측입구,동홍119안전센터,N,1989,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-12호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로61번길 20,,33.24956311,126.5629155302,올레야시장 입구,동홍119안전센터,Y,1998,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-11호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로62번길 18,,33.25017311,126.5632305087,올레매일시장 4블록 함평수산 내,동홍119안전센터,N,1995,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-10호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로42번길 41,,33.2492659158,126.5658841,인형뽑기 앞,동홍119안전센터,N,1994,4.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-09호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중정로91번길 1,,33.24863111,126.5658492482,에스콰이아 앞,동홍119안전센터,Y,1994,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-08호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동문로 61,,33.24939511,126.5670911,현대산부인과 맞은편,동홍119안전센터,Y,1994,2.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-07호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 42번길 46,,33.2493234792,126.5663323535,은성약국 앞 인도상,동홍119안전센터,Y,1989,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-06호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동문로 34,,33.25065711,126.5642848254,산고을 앞,동홍119안전센터,Y,1998,2.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-05호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동문로 19,,33.25166511,126.5632711,대명장식 맞은편,동홍119안전센터,Y,1989,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-04호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 동문로 10,,33.251902878,126.5622447245,루씰(옷가게) 앞 인도,동홍119안전센터,Y,1996,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-03호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 94,,33.25306731,126.5615739,워너비 안경 앞 인도,동홍119안전센터,Y,1991,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-02호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8665,,33.25322461,126.5627149928,맥도날드 앞 인도,동홍119안전센터,N,1987,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
중앙-01호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8639,,33.2537344395,126.5651718732,열린병원 맞은편,동홍119안전센터,Y,1989,2.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-29호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서홍로 14,,33.24917911,126.5532677874,동홍119센터 입구,동홍119안전센터,Y,2020,4.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-28호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중산간동로 8128-35,,33.2634821304,126.5479295891,대도로변,동홍119안전센터,Y,2019,5.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-27호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 솜반천로46번길 4,,33.25385111,126.5560732627,서귀서초등학교 서측,동홍119안전센터,Y,2019,4.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-26호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 홍중로 74,,33.2590685339,126.5563651,건강나라 찜질방 앞,동홍119안전센터,Y,2019,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-25호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서홍로 191,,33.26475111,126.55054401,구 서홍동사무소 북측 100미터 지점,동홍119안전센터,Y,2018,4.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-24호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 태평로 270,,33.2463334208,126.5507911454,서귀포 예술의전당 입구,동홍119안전센터,Y,2016,4.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-23호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서홍로 246-10,,33.2699202607,126.5481291,구름위에산장 입구,동홍119안전센터,Y,2016,6.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-22호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 현청로 51,,33.26576511,126.5559661,놀멍쉬멍 맞은편,동홍119안전센터,Y,2015,2.8,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-21호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중산간동로 8063,,33.26390911,126.5552061751,광진빌 건너편 인도상,동홍119안전센터,Y,2013,3.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-20호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서홍로 161,,33.26213811,126.5512511,신성기업 앞,동홍119안전센터,Y,2012,2.0,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-19호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8796,,33.2539780267,126.5495086007,애플웨딩홀 앞 인도,동홍119안전센터,Y,2012,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-18호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8734,,33.25253111,126.5552541,세림피스 아파트 앞 인도상,동홍119안전센터,Y,2009,3.5,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-17호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 일주동로 8818,,33.25465811,126.5471588942,서귀여중 정문 앞,동홍119안전센터,Y,2005,4.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-16호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 서홍로 119,,33.2584548882,126.5523310562,흙담솔사가 버스정류장,동홍119안전센터,Y,2005,4.7,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-15호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로 175,,33.2602698469,126.5582756086,서귀북초등학교 후문 인도상,동홍119안전센터,N,1997,3.2,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
서홍-14호,1,제주특별자치도,서귀포시,50130,제주특별자치도 서귀포시 중앙로195번길 25,,33.26177711,126.5560921871,경동나비엔 앞,동홍119안전센터,Y,1998,2.1,서귀포소방서,064-730-7182,2024-02-07,1661000,소방청
